stationName,stationID
37S-KO III - Moon 1 - True Creations Shipyard,60014149
37S-KO V - Moon 2 - True Creations Shipyard,60014152
37S-KO VI - Moon 14 - True Creations Assembly Plant,60014155
37S-KO VI - Moon 9 - True Power Assembly Plant,60014287
37S-KO VII - True Power Mining Outpost,60014284
3BK-O7 VIII - Moon 1 - Serpentis Corporation Refining,60014898
3JN9-Q XII - Moon 3 - Serpentis Corporation Refining,60014894
3KNK-A IX - Moon 12 - Intaki Syndicate Bureau,60013531
3KNK-A IX - Moon 2 - Trust Partners Trading Post,60014410
3KNK-A IX - Moon 4 - Aliastra Warehouse,60011275
3MOG-V X - Moon 2 - Intaki Syndicate Bureau,60013528
4-EFLU VII - Moon 3 - Serpentis Corporation Manufacturing,60014863
42-UOW V - True Creations Shipyard,60014185
4C-B7X V - Moon 7 - Chemal Tech Factory,60010825
4C-B7X VI - Moon 1 - Outer Ring Excavations Refinery,60012586
4C-B7X VII - Moon 12 - Chemal Tech Factory,60010831
4C-B7X VIII - Moon 1 - Outer Ring Excavations Mining Outpost,60012583
4GQ-XQ IX - Moon 1 - True Creations Shipyard,60014269
4GQ-XQ XIV - Moon 10 - True Creations Shipyard,60014266
4L-E5P VI - Moon 6 - Aliastra Retail Center,60011221
4L-E5P VII - Moon 1 - Aliastra Warehouse,60011224
5-6QW7 VII - Moon 3 - Serpentis Corporation Refining,60014903
5-FGQI V - Moon 13 - Intaki Syndicate Academy,60013534
5-N2EY VIII - Moon 5 - Republic Military School Refining,60014891
5-P3CQ VIII - Moon 5 - Prosper Depository,60013924
50-TJY VII - Moon 8 - Shapeset Shipyard,60014053
54-VNO IX - Moon 1 - X-Sense Chemical Refinery,60014470
54-VNO V - Moon 2 - Jove Navy Assembly Plant,60013558
54-VNO VI - Moon 1 - Jovian Directorate Bureau,60013654
54-VNO VIII - Moon 3 - Jovian Directorate Bureau,60013660
54-VNO VIII - Moon 3 - Prosper Depository,60013873
54-VNO VIII - Moon 3 - Shapeset Shipyard,60013999
54-VNO X - Jove Navy Assembly Plant,60013561
54-VNO X - Moon 3 - Jovian Directorate Bureau,60013645
54-VNO XI - Moon 2 - Jove Navy Testing Facilities,60013555
54-VNO XII - Moon 2 - Prosper Depository,60013876
57-YRU IV - Moon 9 - Intaki Space Police Logistic Support,60013426
5E-VR8 I - Moon 10 - Salvation Angels Chemical Refinery,60012751
5J-UEX IV - Moon 1 - True Creations Assembly Plant,60014254
5J-UEX IV - Moon 7 - True Creations Shipyard,60014248
5V-YL6 VII - Moon 11 - Jovian Directorate Academy,60013765
5ZXX-K V - Moon 17 - Mordu's Legion Testing Facilities,60012580
6-23NU II - Moon 1 - Jovian Directorate Academy,60013810
6-23NU V - Moon 13 - Jovian Directorate Bureau,60013822
6-CZ49 VI - Moon 6 - Intaki Syndicate Bureau,60013549
6-HFD6 V - Moon 1 - Prosper Depository,60013900
6-HFD6 V - Moon 14 - Jove Navy Assembly Plant,60013609
6-HFD6 V - Moon 19 - Jove Navy Assembly Plant,60013612
6-NCE7 IV - Jove Navy Logistic Support,60013573
6-QXE6 VI - Moon 22 - Jovian Directorate Bureau,60013711
68FT-6 VI - Moon 1 - Serpentis Corporation Cloning,60014916
69A-54 VIII - Jove Navy Assembly Plant,60013582
69A-54 X - Moon 12 - Jovian Directorate Bureau,60013762
69A-54 X - Moon 8 - Jovian Directorate Bureau,60013759
6NJ8-V VI - Moon 6 - Guristas Production Shipyard,60013261
6NJ8-V VII - Moon 2 - Guristas Logistic Support,60012556
6OYQ-Z II - Moon 1 - Serpentis Corporation Refining,60014896
6QBH-S IV - Moon 13 - True Power Mining Outpost,60014332
6T3I-L VII - Moon 5 - Serpentis Corporation Cloning,60014928
6Y-0TW II - Moon 12 - True Creations Shipyard,60014167
6Y-0TW II - Moon 16 - True Creations Assembly Plant,60014173
6Y-0TW II - Moon 5 - True Creations Shipyard,60014170
6Y-0TW III - True Power Assembly Plant,60014371
7-8XK0 VI - Jovian Directorate Bureau,60013777
7-8XK0 VII - Moon 8 - Jovian Directorate Bureau,60013771
7-8XK0 VIII - Moon 5 - Prosper Depository,60013882
7-X3RN VII - Moon 12 - True Power Mining Outpost,60014296
7BA-TK III - Moon 2 - Jovian Directorate Bureau,60013675
7BA-TK VI - Moon 4 - Jovian Directorate Bureau,60013663
8-ULAA VI - Moon 13 - Jove Navy Testing Facilities,60013618
8-UWFS II - Jovian Directorate Academy,60013756
9-4RP2 IV - Moon 2 - Serpentis Corporation Cloning,60014922
9-BUSQ VII - Moon 4 - Jove Navy Assembly Plant,60013615
9-ERCP V - Genolution Biotech Production,60013084
9-ERCP VII - Moon 9 - X-Sense Chemical Refinery,60014464
9-ERCP VIII - Genolution Biotech Production,60013081
90G-OA XII - Moon 19 - Jovian Directorate Bureau,60013786
98Q-8O V - Moon 4 - Ishukone Corporation Factory,60002110
98Q-8O V - Moon 8 - Intaki Space Police Assembly Plant,60013450
98Q-8O VII - Moon 16 - Intaki Commerce Trading Post,60013402
995-3G V - Moon 5 - Serpentis Corporation Cloning,60014910
9CG6-H VIII - Moon 4 - Serpentis Corporation Cloning,60014921
9GYL-O V - Moon 13 - Intaki Space Police Assembly Plant,60013435
9GYL-O V - Moon 9 - Intaki Syndicate Bureau,60013480
9GYL-O VI - Moon 16 - Intaki Syndicate Bureau,60013474
9O-ZTS II - Moon 1 - True Power Testing Facilities,60014299
9RQ-L8 VII - Moon 11 - True Creations Shipyard,60014221
A-1CON X - Moon 10 - Serpentis Corporation Chemical Storage,60012862
A-1CON X - Moon 2 - Salvation Angels Warehouse,60012784
A-ELE2 VI - Blood Raiders Assembly Plant,60014944
A-SJ8X VII - Moon 1 - Intaki Syndicate Bureau,60013486
A-XASO IV - Moon 4 - True Power Mining Outpost,60014362
A-ZLHX VII - Moon 2 - Intaki Syndicate Bureau,60013492
A-ZLHX XI - Moon 1 - Intaki Syndicate Bureau,60013495
A4UG-O VII - Moon 16 - True Creations Shipyard,60014188
Aakari I - Minedrill Refinery,60000772
Aakari VII - Moon 6 - Republic Security Services Assembly Plant,60005137
AAM-1A II - Moon 11 - Archangels Testing Facilities,60012217
AAS-8R IV - Moon 2 - Quafe Company Warehouse,60010030
AAS-8R V - Quafe Company Retail Center,60010045
Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve,60000502
Abagawa IX - Moon 1 - Caldari Steel Factory,60001645
Abagawa VII - Moon 14 - Sukuuvestaa Corporation Factory,60002746
Abagawa VIII - Moon 4 - Peace and Order Unit Logistic Support,60004054
Abai IV - Moon 11 - Joint Harvesting Mineral Reserve,60007312
Abaim V - Moon 1 - Sarum Family Assembly Plant,60008662
Abaim V - Quafe Company Factory,60009877
Abaim VIII - Moon 1 - TransStellar Shipping Storage,60009268
Abaim VIII - Moon 4 - Core Complexion Inc. Factory,60005521
Abaim XI - Moon 1 - Core Complexion Inc. Factory,60005524
Abaim XI - Moon 3 - Core Complexion Inc. Factory,60005527
Aband IV - Moon 12 - Ministry of War Archives,60007963
Abath V - Moon 2 - Poteque Pharmaceuticals Biotech Production,60010405
Abhan VII - Moon 1 - Zoar and Sons Factory,60006703
Abhan VIII - Moon 1 - Quafe Company Warehouse,60010003
Abrat III - Pator Tech School,60015045
Abudban IV - Tribal Liberation Force Logistic Support,60015139
Abudban IX - Moon 7 - Brutor Tribe Bureau,60004591
Abudban VIII - Moon 19 - TransStellar Shipping Storage,60009121
Abudban VIII - Moon 6 - Six Kin Development Production Plant,60005728
Abudban X - Moon 10 - Urban Management Bureau Offices,60005044
Aclan IX - Moon 2 - FedMart Warehouse,60011113
Aclan V - Moon 1 - Federal Freight Storage,60009358
Aclan VI - Garoun Investment Bank Vault,60011509
Aclan X - Moon 19 - Federal Freight Storage,60009352
Aclan X - Moon 24 - FedMart Storage,60011128
Aclan X - Moon 7 - Federal Administration Archives,60011692
Actee I - Duvolle Laboratories Factory,60010936
Actee III - Bank of Luminaire Depository,60011338
Adacyne III - Moon 14 - Federal Administration Information Center,60011728
Adacyne IV - Moon 14 - Federal Administration Bureau Offices,60011725
Adacyne V - Moon 8 - The Scope Development Studio,60010639
Adahum IX - Moon 2 - Modern Finances Vault,60003304
Adallier II - Center for Advanced Studies School,60015033
Adeel VIII - Moon 1 - CONCORD Treasury,60012364
Adeel VIII - Moon 6 - Combined Harvest Plantation,60009784
Adeel VIII - X-Sense Reprocessing Facility,60014557
Adia VI - Moon 8 - Theology Council Accounting,60009001
Adia VII - Moon 1 - Carthum Conglomerate Foundry,60006325
Adia VIII - Moon 9 - Carthum Conglomerate Foundry,60006322
Adiere VI - Moon 4 - Combined Harvest Warehouse,60009760
Adiere X - TransStellar Shipping Storage,60009040
Adirain IV - Moon 2 - Modern Finances Depository,60003283
Adirain V - Moon 4 - CBD Corporation Storage,60000115
Adrallezoen II - Moon 1 - Freedom Extension Storage,60005797
Adrallezoen V - Moon 1 - Freedom Extension Warehouse,60005803
Adrallezoen V - Republic Security Services Logistic Support,60005191
Adrallezoen VI - Moon 1 - Freedom Extension Storage,60005791
Adrel IV - Moon 9 - Republic Security Services Logistic Support,60005230
Adreland VI - Moon 8 - Astral Mining Inc. Refinery,60009601
Aedald VI - Moon 3 - Caldari Business Tribunal,60003712
Aedald VII - Moon 15 - Caldari Business Tribunal Information Center,60003721
Aedald VII - Moon 5 - Vherokior Tribe Bureau,60004579
Aedald VIII - Moon 5 - Republic Military School,60014761
Aedald VIII - Moon 6 - Caldari Business Tribunal Accounting,60003706
Aeddin II - Imperial Armaments Warehouse,60006496
Aeditide IV - Moon 1 - Vherokior Tribe Bureau,60004564
Aeditide V - CONCORD Bureau,60012421
Aeditide V - Republic Fleet Assembly Plant,60004882
Aeschee VI - Moon 4 - Federal Intelligence Office Logistic Support,60011971
Aeschee X - Moon 20 - Sisters of EVE Academy,60012610
Aeter III - Moon 5 - Ducia Foundry Mineral Reserve,60006898
Aeter VI - Moon 23 - Federation Navy Testing Facilities,60011758
Afivad IX - Moon 2 - HZO Refinery,60006940
Afivad XI - Moon 2 - Imperial Shipment Storage,60007111
Agal I - Kaalakiota Corporation Factory,60001051
Agaullores IV - Moon 3 - Material Acquisition Mining Outpost,60009538
Agaullores V - Moon 20 - Astral Mining Inc. Mining Outpost,60009634
Agaullores VI - Moon 11 - Bank of Luminaire Vault,60011341
Agha IX - Moon 6 - Trust Partners Warehouse,60014404
Aghesi VI - Moon 10 - Ministry of Assessment Bureau Offices,60008041
Agil VI - Moon 2 - CONCORD Logistic Support,60012412
Agoze IX - Moon 2 - Center for Advanced Studies School,60014737
Agoze V - FedMart Retail Center,60010954
Agoze XII - Moon 8 - Federal Freight Storage,60009376
Agrallarier VIII - Moon 3 - Astral Mining Inc. Refinery,60009676
Agtver VI - Thukker Mix Factory,60014086
Agtver VIII - Moon 2 - Republic Parliament Bureau,60004642
Ahala VII - Moon 1 - Core Complexion Inc. Warehouse,60005476
Ahala VIII - Core Complexion Inc. Warehouse,60005470
Aharalel III - Moon 5 - Carthum Conglomerate Factory,60006244
Aharalel III - Moon 7 - Republic Security Services Logistic Support,60005089
Aharalel V - Moon 2 - Freedom Extension Storage,60005935
Aharalel V - Moon 3 - Amarr Civil Service Archives,60007810
Ahbazon IV - Moon 1 - Imperial Shipment Storage,60007069
Ahbazon IX - Moon 11 - Carthum Conglomerate Production Plant,60006397
Ahbazon IX - Moon 15 - Imperial Shipment Storage,60007063
Ahbazon VI - Imperial Shipment Storage,60007057
Ahbazon VIII - Moon 2 - Carthum Conglomerate Warehouse,60006391
Ahkour III - Moon 1 - Joint Harvesting Plantation,60007300
Ahkour IX - Moon 18 - Quafe Company Warehouse,60009991
Ahkour VII - Moon 8 - Nurtura Warehouse,60007639
Ahmak VII - Imperial Chancellor Archives,60007753
Ahrosseas VI - Moon 10 - Kaalakiota Corporation Factory,60001072
Ahynada VII - Mercantile Club Bureau,60003400
Aice II - Moon 1 - Federal Administration Information Center,60011635
Aice IV - Moon 1 - Caldari Business Tribunal Bureau Offices,60003667
Aidart IV - Federal Defense Union Logistic Support,60015143
Aikantoh I - Caldari Constructions Foundry,60003019
Aikantoh I - Moon 1 - Mercantile Club Academy,60003409
Aikantoh III - Minedrill Mining Outpost,60000775
Aikantoh III - Moon 1 - Caldari Constructions Production Plant,60003013
Aikantoh III - Moon 2 - Minedrill Mining Outpost,60000778
Aikantoh IV - Moon 1 - Genolution Biohazard Containment Facility,60013180
Aikantoh VI - Moon 2 - Minedrill Mining Outpost,60000781
Aikoro IV - Moon 1 - Caldari Steel Factory,60001762
Aikoro VI - Moon 9 - Chief Executive Panel Bureau,60003370
Aimoguier V - Material Acquisition Mining Outpost,60009433
Ainaille VII - Moon 5 - Duvolle Laboratories Factory,60010927
Airaken IV - Moon 1 - Lai Dai Corporation Warehouse,60002362
Airaken V - Moon 1 - Sisters of EVE Academy,60012670
Airaken V - Moon 6 - Impro Warehouse,60013288
Airaken VI - Moon 1 - Sisters of EVE Bureau,60012673
Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve,60000529
Airaken VIII - Expert Housing Production Plant,60003076
Airkio II - Sukuuvestaa Corporation Factory,60002803
Airkio III - Moon 1 - Minedrill Mineral Reserve,60000814
Airkio IX - Minedrill Refinery,60000811
Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve,60000481
Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve,60000475
Airkio IX - Moon 15 - Mercantile Club Bureau,60003430
Airkio IX - Moon 7 - Lai Dai Protection Service Assembly Plant,60003940
Airkio VII - Moon 2 - Lai Dai Protection Service Assembly Plant,60003943
Airkio VII - Moon 3 - Lai Dai Corporation Factory,60002245
Airkio VII - Moon 3 - Top Down Factory,60001432
Airkio VII - Top Down Factory,60001429
Aivonen VI - State Protectorate Logistic Support,60015079
Ajanen VI - Moon 2 - Aliastra Warehouse,60011167
Ajanen VIII - Moon 2 - Perkone Factory,60001555
Ajanen X - Moon 3 - Chief Executive Panel Bureau,60003391
Ajna VIII - Moon 5 - Civic Court Accounting,60008833
Ajna VIII - Moon 5 - Imperial Academy,60014647
Akes V - Moon 2 - Emperor Family Academy,60008530
Akes VII - Caldari Business Tribunal Law School,60003637
Akes VII - Ducia Foundry Mineral Reserve,60006778
Akeva III - Moon 10 - Nurtura Plantation,60007570
Akeva IV - Moon 8 - Nurtura Plantation,60007564
Akhmoh IX - Civic Court Accounting,60008806
Akhmoh V - Moon 14 - Civic Court Law School,60008809
Akhmoh VII - Moon 6 - Kador Family Academy,60008647
Akhragan V - Core Complexion Inc. Warehouse,60005668
Akhragan V - Moon 1 - Amarr Civil Service Bureau Offices,60007771
Akhragan VII - Imperial Chancellor Bureau Offices,60007738
Akhragan VIII - Ministry of War Archives,60007888
Akhragan VIII - Moon 2 - Core Complexion Inc. Storage,60005680
Akhragan VIII - Moon 3 - Imperial Armaments Factory,60006463
Akhragan VIII - Moon 5 - Ministry of Internal Order Logistic Support,60008134
Akhwa II - Moon 1 - Hedion University,60015017
Akiainavas III - School of Applied Knowledge,60015001
Akila IX - Moon 6 - Amarr Civil Service Archives,60007837
Akila VI - Moon 13 - Aliastra Retail Center,60011191
Akila VII - Moon 12 - Amarr Civil Service Archives,60007834
Akkilen V - Moon 3 - Lai Dai Corporation Factory,60002269
Akkilen VIII - Moon 5 - Sisters of EVE Bureau,60012712
Akkio V - Moon 6 - Caldari Funds Unlimited Vault,60003172
Akonoinen I - Sukuuvestaa Corporation Factory,60002893
Akonoinen I - Wiyrkomi Peace Corps Assembly Plant,60004288
Akonoinen IV - Moon 1 - Propel Dynamics Factory,60002404
Akonoinen VI - Wiyrkomi Peace Corps Logistic Support,60004285
Akora IV - Moon 1 - State and Region Bank Depository,60003241
Akora IX - Moon 12 - Caldari Provisions Plantation,60000922
Akora IX - Moon 17 - Ducia Foundry Refinery,60006859
Akora IX - Moon 19 - CreoDron Factory,60010198
Akora IX - Moon 8 - Peace and Order Unit Assembly Plant,60004078
Akora VI - Moon 7 - Expert Housing Production Plant,60003043
Alachene V - Moon 2 - Combined Harvest Plantation,60009775
Alachene VII - Moon 1 - Expert Distribution Warehouse,60002656
Alachene VII - Moon 11 - Combined Harvest Plantation,60009772
Alachene VII - Moon 13 - Federal Freight Storage,60009307
Alachene VIII - Moon 3 - Expert Distribution Retail Center,60002644
Alakgur IX - Moon 9 - CBD Corporation Storage,60000163
Alakgur VII - Moon 3 - Republic Security Services Assembly Plant,60005086
Alakgur VIII - Moon 2 - CBD Corporation Storage,60000160
Alakgur VIII - Moon 2 - Quafe Company Warehouse,60010078
Alal III - Amarr Civil Service Bureau Offices,60007882
Alal IX - Moon 13 - Core Complexion Inc. Factory,60005635
Alal VII - Moon 14 - Theology Council Tribunal,60009025
Alal VII - Moon 17 - Theology Council Tribunal,60009022
Aldagolf V - Core Complexion Inc. Warehouse,60005413
Aldali VI - Moon 1 - Ardishapur Family Bureau,60008746
Aldik IV - Moon 1 - Nurtura Warehouse,60007630
Aldik VIII - Moon 2 - Sebiestor Tribe Bureau,60004495
Aldilur III - Minmatar Mining Corporation Mining Outpost,60005299
Aldilur IX - Minmatar Mining Corporation Mining Outpost,60005287
Aldilur V - Moon 15 - Joint Harvesting Plantation,60007459
Aldilur V - Moon 15 - Minmatar Mining Corporation Mining Outpost,60005293
Aldilur V - Moon 6 - Minmatar Mining Corporation Mining Outpost,60005290
Aldilur VII - Moon 10 - Minmatar Mining Corporation Mining Outpost,60005296
Aldilur VII - Moon 7 - Minmatar Mining Corporation Mining Outpost,60005302
Aldranette IX - Moon 1 - FedMart Warehouse,60011014
Aldrat IX - Moon 13 - Minmatar Mining Corporation Mineral Reserve,60005377
Aldrat IX - Pator Tech School,60014818
Aldrat VII - Moon 7 - Minmatar Mining Corporation Mineral Reserve,60005386
Aldrat VIII - Moon 1 - Caldari Business Tribunal Accounting,60003493
Alenia IV - Moon 3 - Quafe Company School,60011575
Alenia IV - Moon 4 - Modern Finances Depository,60003253
Alenia V - Duvolle Laboratories Factory,60010870
Alenia V - Moon 10 - Astral Mining Inc. Refinery,60009559
Alenia V - Moon 12 - Roden Shipyards Factory,60010306
Alenia V - Moon 4 - Roden Shipyards Factory,60010303
Alenia V - Moon 5 - Republic Security Services Assembly Plant,60005212
Alenia V - Pend Insurance Depository,60011401
Alenia VII - Moon 18 - Pend Insurance Depository,60011398
Alenia VII - Pend Insurance Depository,60011404
Alenia VIII - Astral Mining Inc. Refinery,60009562
Alentene V - Moon 4 - Duvolle Laboratories Factory,60010873
Alentene VI - Moon 16 - Poteque Pharmaceuticals Biotech Research Center,60010396
Alentene VI - Moon 6 - Roden Shipyards Warehouse,60010300
Alentene VII - Moon 1 - Astral Mining Inc. Mineral Reserve,60009550
Alentene VII - Moon 5 - Astral Mining Inc. Refinery,60009556
Alf II - Moon 1 - Republic Parliament Bureau,60004633
Alf III - Moon 1 - Chemal Tech Factory,60010735
Alf VI - Imperial Armaments Factory,60006439
Algasienan IV - Moon 1 - Republic Security Services Assembly Plant,60005125
Algasienan V - Moon 18 - Combined Harvest Food Packaging,60009838
Algasienan VI - Moon 11 - Combined Harvest Food Packaging,60009844
Algasienan VI - Moon 4 - Genolution Biotech Production,60013222
Algasienan VII - Moon 3 - TransStellar Shipping Storage,60009133
Algogille IX - Moon 3 - Bank of Luminaire Depository,60011311
Algogille IX - Moon 3 - Federal Administration Information Center,60011614
Algogille XIII - Federation Navy Testing Facilities,60011734
Aliette VII - Moon 14 - Aliastra Warehouse,60011269
Aliette VII - Moon 25 - Aliastra Warehouse,60011272
Alikara VI - Moon 14 - Echelon Entertainment Development Studio,60002023
Alikara VII - Moon 1 - Chief Executive Panel Bureau,60003373
Alillere IV - Aliastra Retail Center,60011131
Alillere VI - Moon 3 - Caldari Business Tribunal Bureau Offices,60003559
Alkabsi IV - Moon 1 - HZO Refinery Mineral Reserve,60006910
Alkabsi V - Sarum Family Logistic Support,60008656
Alkez VI - Moon 1 - Nurtura Plantation,60007576
Alkez VII - Moon 3 - Ammatar Fleet Testing Facilities,60012157
Allamotte VI - Moon 2 - Quafe Company Warehouse,60009925
Allebin IX - Moon 4 - Ishukone Corporation Factory,60002230
Allebin VI - Federal Navy Academy,60014713
Allebin VI - FedMart Warehouse,60010975
Allebin VII - Moon 4 - FedMart Retail Center,60010969
Allebin VII - Moon 7 - Ishukone Corporation Factory,60002227
Allebin VIII - Moon 4 - CreoDron Factory,60010159
Alles VI - Moon 12 - Egonics Inc. Development Studio,60010585
Alles VII - Moon 16 - Federal Administration Bureau Offices,60011713
Alparena V - Moon 4 - Federal Navy Academy,60014707
Alperaute V - Moon 5 - Federal Freight Storage,60009328
Alperaute VII - Moon 4 - Ishukone Corporation Factory,60002152
Alra VIII - Moon 22 - Amarr Certified News Development Studio,60007240
Alra VIII - Moon 8 - Expert Distribution Retail Center,60002455
Alra X - Moon 24 - Ministry of Assessment Information Center,60008047
Alra XII - Moon 2 - Zoar and Sons Factory,60006697
Altbrard IX - Moon 8 - CONCORD Testing Facilities,60012466
Altrinur VIII - The Leisure Group Publisher,60006091
Altrinur XI - Moon 3 - Thukker Mix Factory,60014077
Altrinur XII - Moon 15 - Ishukone Corporation Factory,60002137
Altrinur XII - Moon 2 - Thukker Mix Factory,60014080
Altrinur XII - Moon 3 - The Leisure Group Development Studio,60006088
Altrinur XII - Moon 6 - Joint Harvesting Food Packaging,60007411
Altrinur XIII - Moon 3 - Ishukone Corporation Factory,60002140
Amamake II - Brutor Tribe Bureau,60004603
Amamake II - Expert Distribution Warehouse,60002599
Amamake II - Moon 1 - Joint Harvesting Food Packaging,60007339
Amamake II - Moon 1 - Republic Fleet Logistic Support,60004816
Amamake II - Moon 1 - Republic Justice Department Tribunal,60005038
Amamake II - Republic Justice Department Tribunal,60005035
Amamake IV - Republic Fleet Assembly Plant,60004819
Amamake VI - Moon 1 - Expert Distribution Warehouse,60002590
Amamake VI - Moon 10 - Republic Fleet Logistic Support,60004831
Amamake VI - Moon 11 - Nurtura Warehouse,60007687
Amamake VI - Moon 13 - Joint Harvesting Warehouse,60007342
Amamake VI - Moon 2 - Nurtura Food Packaging,60007684
Amamake VI - Moon 3 - Expert Distribution Warehouse,60002596
Amamake VI - Moon 5 - Republic Fleet Logistic Support,60004822
Amamake VI - Moon 6 - Brutor Tribe Bureau,60004597
Amamake VI - Moon 6 - Joint Harvesting Mineral Reserve,60007345
Amamake VI - Moon 6 - Nurtura Warehouse,60007690
Amamake VI - Moon 8 - Joint Harvesting Food Packaging,60007333
Amamake VI - Moon 8 - Pator Tech School,60014827
Amane I - Ducia Foundry Mineral Reserve,60006796
Amane VII - Moon 11 - Ducia Foundry Mineral Reserve,60006793
Amarr VI (Zorast) - Moon 2 - Theology Council Tribunal,60008950
Amarr VIII (Oris) - Emperor Family Academy,60008494
Amarr VIII (Oris) - Moon 4 - Expert Distribution Retail Center,60002569
Amasiree VI - Moon 6 - Bank of Luminaire Depository,60011323
Amasiree VII - Moon 1 - Combined Harvest Plantation,60009817
Amattens VII - Moon 1 - Caldari Business Tribunal Law School,60003658
Amdonen VII - Moon 7 - Imperial Shipment Storage,60007015
Amdonen VIII - Moon 13 - Inherent Implants Biotech Production,60006970
Amdonen VIII - Moon 14 - Joint Harvesting Plantation,60007243
Amdonen VIII - Moon 8 - Amarr Certified News Development Studio,60007186
Amdonen VIII - Moon 8 - Imperial Shipment Storage,60007018
Ameinaka IX - Moon 21 - Six Kin Development Warehouse,60005731
Ami V - Moon 1 - CBD Corporation Storage,60000208
Ami VI - CBD Corporation Storage,60000211
Ami VI - Zoar and Sons Factory,60006685
Ami VII - Moon 1 - CBD Corporation Storage,60000217
Ami X - Moon 17 - Kor-Azor Family Bureau,60008713
Ami XI - Moon 1 - Emperor Family Bureau,60008587
Ammold V - Republic Military School,60014749
Amo II - Tribal Liberation Force Logistic Support,60015104
Amo V - Moon 20 - Boundless Creation Factory,60005701
Amo V - Moon 3 - Boundless Creation Factory,60005707
Amo VIII - Moon 2 - Republic Fleet Assembly Plant,60004903
Amod V - Amarr Trade Registry Archives,60008293
Amod VII - Moon 1 - Sisters of EVE Academy,60012706
Amoderia VI - Moon 1 - Garoun Investment Bank Depository,60011560
Amsen VI - Moon 1 - Science and Trade Institute School,60004450
Amygnon VI - Moon 1 - Garoun Investment Bank Vault,60011533
Amygnon VII - Moon 10 - Aliastra Warehouse,60011209
Amygnon VII - Moon 21 - Aliastra Warehouse,60011203
Amygnon VIII - Moon 5 - Garoun Investment Bank Vault,60011530
Amygnon VIII - Moon 5 - X-Sense Reprocessing Facility,60014479
Ana IX - Moon 19 - Imperial Armaments Factory,60006418
Ana VII - Moon 3 - Ducia Foundry Mineral Reserve,60006781
Anara VIII - Moon 8 - Ministry of Internal Order Logistic Support,60008242
Anbald I - Pend Insurance Vault,60011452
Anbald X - Moon 12 - Republic Justice Department Accounting,60004939
Anbald X - Moon 8 - Republic Justice Department Law School,60004936
Anchauttes III - Moon 13 - FedMart Retail Center,60011005
Anckee V - Moon 10 - Allotek Industries Factory,60010393
Andabiar I - Ishukone Corporation Factory,60002122
Andrub II - Moon 1 - Ministry of War Bureau Offices,60007906
