systemName,systemID
7-X3RN,30001884
7-YHRX,30001057
7-ZT1Y,30002158
71-UTX,30000726
73-JQO,30004893
74-DRC,30002848
74-VZA,30000787
74-YTJ,30000333
74L2-U,30000827
75C-WN,30004429
75FA-Z,30004620
77-KDQ,30004045
77S8-E,30000483
78-0R6,30000773
78R-PI,30004816
78TS-Q,30002125
7AH-SF,30005145
7BA-TK,30001639
7BIX-A,30004635
7BX-6F,30004616
7CO-SA,30000360
7D-0SQ,30002046
7D-PAT,30003671
7EX-14,30000840
7F-2FB,30001817
7G-H7D,30000323
7G-QIG,30004768
7GCD-P,30003948
7H-Z5R,30001457
7JF-0Z,30000955
7JRA-G,30005176
7K-NSE,30000606
7KIK-H,30004872
7L3-JS,30000745
7L9-ZC,30004926
7LHB-Z,30001218
7M-RAL,30000383
7M4-4C,30005138
7M4C-F,30004860
7MD-S1,30001232
7MMJ-3,30005146
7O-POM,30000353
7P-J38,30003165
7Q-8Z2,30000943
7R5-7R,30001845
7RM-N0,30002016
7T-0QS,30001141
7T6P-C,30002929
7UTB-F,30004788
7V-KHW,30003945
7X-02R,30004587
7X-VKB,30002031
7YSF-E,30002177
7YWV-S,30003778
8-2JZA,30001071
8-4GQM,30004351
8-4KME,30004869
8-AA98,30001768
8-BEW8,30004862
8-BIE3,30000614
8-GE2P,30004001
8-JYPM,30003282
8-KZXQ,30002484
8-MXHA,30002293
8-OZU1,30000542
8-RS3U,30000334
8-SNUD,30003985
8-SPNN,30000628
8-TFDX,30000312
8-ULAA,30001514
8-UWFS,30001627
8-VC6H,30000648
8-WYQZ,30000775
8-YNBE,30004025
80G-H5,30001745
83-YGI,30003189
85-B52,30002924
863P-X,30001132
86L-9F,30002885
87-1PM,30004190
87XQ-0,30004640
88A-RA,30000770
89-JPE,30002346
89JS-J,30002314
8AB-Q4,30001053
8B-2YA,30001219
8B-A4E,30005164
8B-SAJ,30003974
8B-VLX,30003771
8C-VE3,30001144
8CIX-S,30001298
8CN-CH,30000731
8DL-CP,30000910
8EF-58,30000748
8ESL-G,30004574
8F-TK3,30004781
8FN-GP,30000494
8G-2FP,30000771
8G-MQV,30001017
8K-QCZ,30001776
8KE-YS,30002354
8KQR-O,30001887
8KR9-5,30004942
8MG-J6,30002442
8MX-OR,30000391
8O-OSG,30001879
8OYE-Z,30000652
8P-LKL,30001561
8P9-BM,30003750
8Q-T7B,30000697
8Q-UYU,30004681
8QMO-E,30003702
8QT-H4,30004012
8R-RTB,30004056
8RL-OG,30001805
8RQJ-2,30004771
8RV-1L,30001523
8S-0E1,30002004
8S28-3,30002930
8TPX-N,30000242
8U-RZH,30001614
8V-SJJ,30003320
8W-OSE,30003695
8WA-Z6,30004760
8X6T-8,30002171
8YC-AN,30000942
8ZO-CK,30001877
9-02G0,30000469
9-0QB7,30002868
9-266Q,30001273
9-34L5,30000939
9-4RP2,30004059
9-7SRQ,30004219
9-8BL8,30001279
9-8GBA,30001166
9-980U,30004879
9-B1DS,30004397
9-BUSQ,30001600
9-ERCP,30001484
9-EXU9,30005148
9-F0B2,30003704
9-GBPD,30000318
9-HM04,30003961
9-IIBL,30002590
9-KWXC,30002450
9-MJVQ,30004826
9-OUGJ,30000454
9-R6GU,30001266
9-VO0Q,30004557
9-WEMC,30004201
9-XN3F,30002159
9-ZA4Z,30005168
9-ZFCG,30004409
90-A1P,30001814
90G-OA,30001609
91-KD8,30003253
92-B0X,30000994
92D-OI,30001312
92K-H2,30001284
93PI-4,30001990
94-H3F,30002895
94FR-S,30002131
97-M96,30000271
972C-1,30005130
97X-CH,30003301
97YC-C,30000392
98Q-8O,30003373
99-0GS,30004914
995-3G,30000616
9BC-EB,30000724
9CG6-H,30003979
9CK-KZ,30002949
9D6O-M,30004629
9DQW-W,30004646
9ES-SI,30003954
9F-3CR,30002284
9F-7PZ,30004366
9F-ERQ,30001079
9G5J-1,30003249
9GI-FB,30000875
9GNS-2,30004796
9GYL-O,30003338
9I-SRF,30002589
9IPC-E,30001306
9IZ-HU,30005180
9K-VDI,30000429
9KE-IT,30004169
9KOE-A,30001154
9M-M0P,30000723
9MWZ-B,30004884
9MX-1C,30000399
9N-0HF,30000458
9NI-FW,30001128
9O-8W1,30004780
9O-ORX,30004582
9O-ZTS,30001886
9OLQ-6,30000800
9OO-LH,30000247
9P-870,30002287
9P4O-F,30002472
9PX2-F,30000668
9QS5-C,30002339
9R4-EJ,30004569
9RQ-L8,30001840
9S-GPT,30001796
9SBB-9,30004022
9SL-K9,30000883
9SNK-O,30000969
9T-APQ,30004672
9U-TTJ,30003341
9U6-SV,30001857
9UY4-H,30003707
9WVY-F,30005137
9XI-0X,30000412
9Z-XJN,30001764
9ZFH-Z,30002618
A-0IIQ,30004179
A-1CON,30004619
A-1IJ9,30003650
A-3ES3,30003319
A-4JOO,30000587
A-5F4A,30003977
A-5M31,30004544
A-7XFN,30000491
A-803L,30001193
A-80UA,30000702
A-AFGR,30001283
A-BO4V,30003967
A-C5TC,30000476
A-CJGE,30003100
A-DDGY,30000852
A-DZA8,30001954
A-ELE2,30004708
A-G1FM,30004359
A-GPTM,30001870
A-HZYL,30004605
A-J6SN,30001537
A-QRQT,30000314
A-REKV,30004850
A-SJ8X,30003335
A-TJ0G,30000769
A-VILQ,30001210
A-VWK9,30000362
A-XASO,30001950
A-YB15,30002836
A-ZLHX,30003305
A0M-R8,30001077
A1-AUH,30003125
A1BK-A,30002611
A1F-22,30005167
A1RR-M,30003655
A2-V27,30003942
A24L-V,30000794
A2V6-6,30004550
A3-LOG,30003944
A3-PAT,30000409
A3-RQ3,30000317
A4B-V5,30002113
A4L-A2,30002952
A4UG-O,30001896
A5MT-B,30003150
A8-XBW,30004558
A8A-JN,30000259
A8I-C5,30001993
A9-F18,30005092
A9-NB6,30001459
A9D-R0,30003331
AA-GWF,30004690
AA-YRK,30001285
Aakari,30001396
AAM-1A,30001022
AAS-8R,30003293
AB-FZE,30000914
Abagawa,30000147
Abai,30001694
Abaim,30003512
Aband,30004090
Abath,30005062
ABE-M2,30004831
Abenync,30002713
Abha,30000105
Abhan,30005254
Abrat,30013410
Abudban,30002507
Abune,30004984
AC-7LZ,30002160
AC2E-3,30004563
Access,30005266
Aclan,30003028
Actee,30004981
AD-5B8,30002478
AD-CBT,30002892
Adacyne,30003832
Adahum,30001648
Adallier,30015305
Adar,30001717
Adeel,30003059
Aderkan,30003439
Adia,30002268
Adiere,30002710
Adirain,30005003
Adrallezoen,30002704
Adrel,30005021
Adreland,30002639
Aedald,30002393
Aeddin,30002383
Aeditide,30002419
Aere,30005006
Aeschee,30005008
Aeter,30003585
Aetree,30002729
AF0-V5,30002107
Afivad,30003535
AFJ-NB,30002587
Afnakat,30003903
Afrah,30004271
AG-SYG,30001539
Agal,30005292
Agaullores,30003600
AGCP-I,30000760
AGG-NR,30002933
Agha,30000061
Aghesi,30002220
Agil,30003862
Agoze,30003787
Agrallarier,30002658
Agtver,30003404
AH-B84,30004323
AH8-Q7,30000691
Ahala,30002247
Aharalel,30004082
Ahbazon,30005196
Ahkour,30001697
Ahmak,30002266
Ahraghen,30004279
Ahrosseas,30001649
Ahteer,30001741
Ahtila,30045328
Ahtulaima,30000125
Ahynada,30002752
AI-EVH,30000933
Aice,30003015
AID-9T,30002289
Aidart,30005307
Aikantoh,30001418
Aikoro,30002753
Aimoguier,30003566
Ainaille,30002736
Ainsan,30003895
Airaken,30000185
Airkio,30001404
Airmia,30000166
Airshaz,30002222
Aivoli,30001431
Aivonen,30045340
Ajanen,30001414
AJCJ-1,30001289
AJI-MA,30004717
Ajna,30004277
AK-L0Z,30005098
AK-QBU,30003291
Akes,30002992
Akeva,30000088
Akhmoh,30004147
Akhrad,30000065
Akhragan,30002197
Akhwa,30015042
Akiainavas,30011407
Akidagi,30045342
Akila,30003479
Akkilen,30000178
Akkio,30000200
Akonoinen,30001382
Akora,30000163
Akpivem,30000003
AL-JSG,30001534
AL8-V4,30004578
Ala,30002652
Alachene,30003042
Alakgur,30002512
Alal,30005225
Alamel,30003854
ALC-JM,30002338
Aldagolf,30003415
Aldali,30002216
Aldik,30003464
Aldilur,30003379
Aldranette,30003837
Aldrat,30003416
Alenia,30005302
Alentene,30005304
Alf,30003380
Algasienan,30003811
Algogille,30004972
Aliette,30002698
Alikara,30002754
Alillere,30002712
Alkabsi,30003521
Alkez,30000034
Allamotte,30004995
Allebin,30005009
Alles,30002664
Allipes,30002727
Alparena,30003850
Alperaute,30003800
Alra,30001730
Alsavoinon,30003841
Alsottobier,30002678
Altbrard,30002407
Altrinur,30003389
Amafi,30003917
Amamake,30002537
Amane,30004983
Amarr,30002187
Amasiree,30003848
Amattens,30003012
Ambeke,30002644
Amdonen,30005036
Ameinaka,30002511
Ami,30005035
Ammold,30002547
Amo,30002055
Amod,30003480
Amoderia,30005329
Amoen,30003847
Amphar,30000058
Amsen,30001392
Amygnon,30005311
AN-G54,30004527
Ana,30003552
Anara,30005279
Anath,30004301
Anbald,30003398
Anchauttes,30003840
Anckee,30003571
Andabiar,30003485
Andole,30005028
Andrub,30005049
Ane,30005022
Angatalie,30003062
Angur,30005264
Angymonne,30003046
Anher,30002051
Anila,30003515
Anin,30001439
Anjedin,30001647
Anka,30003071
Annad,30025042
Annages,30004989
Annancale,30003791
Annaro,30002776
Annelle,30005326
Anohel,30004291
Ansalle,30005309
Ansasos,30004104
Ansen,30002081
Ansher,30003440
Ansila,30000132
Ansone,30002669
Anstard,30003426
Antem,30005261
Antiainen,30001357
Antollare,30003051
Anttiri,30002805
Anyed,30005249
Anzalaisio,30005252
AO-N1P,30004006
AOK-WQ,30001216
Aokannitoh,30021407
AP9-LV,30002453
Apanake,30005216
APES-G,30001114
Aphend,30004079
Aphi,30004124
APM-6K,30004576
Aporulie,30005019
Appen,30002565
AR-5SY,30003656
Arakor,30001740
Aralgrund,30002551
Aramachi,30002817
Aranir,30000092
Arant,30004994
Arasare,30003590
Arayar,30002977
Arbaz,30003487
ARBX-9,30004669
Archavoinet,30003824
Archee,30002702
Ardallabier,30003030
Ardar,30002058
Ardene,30002648
Arderonne,30003852
Ardhis,30004118
Ardishapur Prime,30002231
Arena,30000099
Arera,30002244
ARG-3R,30000656
Arifsdald,30002080
Aring,30005239
Arittant,30003595
Arkoz,30001704
Arlek,30003411
Arlulf,30003374
Armala,30002205
Arnatele,30003009
Arnher,30002066
Arnola,30000112
Arnon,30005001
Arnstur,30002064
Arodan,30002240
Arraron,30005330
Arshat,30002253
Artisine,30002687
Arton,30003556
Artoun,30002278
Arvasaras,30001381
Arveyil,30003007
Arwa,30002078
Arza,30005086
Arzad,30002960
Arzanni,30003885
Arzi,30005065
Arzieh,30003921
Asabona,30000012
Asakai,30045332
Asanot,30005251
Asesamy,30001689
Aset,30002084
Asezai,30001708
Asgeir,30003384
Asghatil,30000084
Asghed,30002978
Ashab,30003491
Ashi,30003890
Ashitsu,30045311
Ashkoo,30003919
Ashmarir,30003886
Ashokon,30005214
Asilem,30000095
Askonak,30004093
Asoutar,30002272
Asrios,30004156
Assah,30000075
Assez,30005224
Assiad,30001723
Assiettes,30002724
Astabih,30000113
Astoh,30045323
Atai,30001419
Atarli,30005077
Atgur,30002557
Athinard,30003031
Athounon,30003856
Atier,30002701
Ation,30002695
Atioth,30002489
Atlangeins,30005024
Atlanins,30003038
Atlar,30002389
Atlulle,30005010
Atonder,30003455
Atoosh,30001678
ATQ-QS,30004654
Atreen,30005197
Attyn,30005004
ATY-2U,30003273
AU2V-J,30002834
Aubenall,30003827
Auberulle,30002709
Aubonnie,30003849
Audaerne,30002684
Audesder,30002395
Aufay,30002641
Auga,30002542
Augnais,30002680
Aulbres,30003818
Aunenen,30001398
Auner,30002059
Aunia,30002657
Aunsou,30003801
Aurcel,30002716
Aurejet,30003915
Auren,30002561
Aurohunen,30001361
Ausmaert,30003821
Austraka,30002523
Autama,30001411
Autaris,30001384
Auvergne,30002656
Auviken,30002744
AV-VB6,30004614
Avada,30004249
Avair,30002270
Avaux,30003843
Avele,30003053
Avenod,30002089
Averon,30003047
Avesber,30002530
Avyuh,30005215
AW1-2I,30000860
AX-DOT,30001203
AXDX-F,30004904
AY-24I,30003756
AY-YCU,30003746
AY9X-Q,30005094
Aydoteaux,30003055
Ayeroilen,30003093
Aymaerne,30002717
AZ-UWB,30001342
AZ3F-N,30000672
AZA-QE,30001070
AZBR-2,30000265
Azedi,30005275
Azer,30003018
Azerakish,30001711
AZF-GH,30000920
Azhgabid,30001705
Azizora,30002265
AZN-D2,30004450
B-1UJC,30000716
B-2UL0,30001944
B-2VXB,30002334
B-3QPD,30001156
B-588R,30000211
B-5UFY,30000435
B-6STA,30004873
B-7DFU,30004030
B-7LYC,30005160
B-9C24,30002029
B-A587,30002108
B-B0ME,30005088
B-CZXG,30001321
B-DBYQ,30004040
B-DXO9,30000423
B-E3KQ,30000307
B-ETDW,30003250
B-F1MI,30002496
B-G1LG,30001910
B-GC1T,30004328
B-II34,30000817
B-KDOZ,30002143
B-R5RB,30002157
B-ROFP,30000961
B-S347,30002105
B-S42H,30000854
B-T6BT,30000624
B-U299,30004194
B-VFDD,30001076
B-VIP9,30000970
B-WPLZ,30003730
B-WQDP,30000610
B-XJX4,30001215
B-Y06L,30001611
B0C-LD,30004532
B17O-R,30004590
B1D-KU,30003180
B1UE-J,30002850
B2-UQW,30002165
B2J-5N,30001115
B32-14,30004599
B3QP-K,30001346
B3ZU-H,30002860
B6-52M,30002436
B6-XE8,30001555
B8EN-S,30002012
B8HU-Z,30004848
B8O-KJ,30004346
B9E-H6,30002110
B9EA-G,30001529
B9N2-2,30005127
Babirmoult,30003601
Badivefi,30003888
Bagodan,30003525
Bahromab,30003502
Bairshir,30000041
Balanaz,30003910
Balas,30004261
Balginia,30002528
Balle,30002634
Bamiette,30002690
Bania,30005294
Bantish,30005257
Bapraya,30004296
Bar,30000085
Baratar,30003920
Barira,30003548
Barkrik,30002071
Barleguet,30003819
Barmalie,30002683
Basan,30003478
Basgerin,30002666
Bashakru,30002199
Bashyam,30003908
Baviasi,30001670
Bawilan,30002700
Bayuka,30000039
Bazadod,30004252
BB-EKF,30004851
BDV3-T,30001976
BE-UUN,30002498
BEG-RL,30005129
Bei,30002048
Beke,30005234
Bekirdod,30000110
Bereye,30003014
Bersyrim,30004138
Berta,30000109
BF-FVB,30001885
BF-SDP,30004506
BFJ-TB,30000355
BG-W90,30004427
BGMZ-0,30002876
BGN1-O,30004417
Bherdasopt,30005267
Bhizheba,30002282
BI0Y-X,30004163
Bika,30002252
Bille,30003040
Bimener,30000115
Biphi,30003561
Bittanshal,30003555
BJ-ZFD,30004444
BJC4-8,30001469
BJD4-E,30004422
BK4-YC,30003757
BKG-Q2,30004333
BKK4-H,30001497
Blameston,30003026
BLC-X0,30004420
